Order ID,Order Date,Customer ID,Product ID,Customer Name,Email,Phone Number,Address Line 1,City,Country,Postcode,Loyalty Card,Coffee Type,Roast Type,Quantity,Size,Unit Price,Revenue,Profit,Day,Weekday,Month,Year
KAR-24978-271,2019-01-10,23187-65750-HZ,R-M-1,Starr Arpin,sarpinep@moonfruit.com,+1 (804) 588-4160,12 Bobwhite Road,Richmond,United States,23242,No,Robusta,Medium Roast,6,1.0,9.95,59.699999999999996,0.597,10,Thursday,1,2019
LDK-71031-121,2019-01-10,84761-40784-SV,L-L-2.5,Andie Rudram,arudramka@prnewswire.com,+1 (702) 333-7442,5600 Bultman Court,Las Vegas,United States,89155,No,Liberica,Light Roast,1,2.5,36.455,36.455,4.7391499999999995,10,Thursday,1,2019
FWU-44971-444,2019-01-11,12190-25421-WM,A-D-2.5,Marvin Malloy,mmalloyi6@seattletimes.com,+1 (202) 284-7115,2 Ohio Drive,Washington,United States,20088,No,Arabica,Dark Roast,3,2.5,22.884999999999998,68.655,2.0596499999999995,11,Friday,1,2019
VJF-46305-323,2019-01-18,68555-89840-GZ,L-D-0.5,Morgen Seson,msesonck@census.gov,+1 (206) 642-0902,92847 Schlimgen Road,Seattle,United States,98109,No,Liberica,Dark Roast,2,0.5,7.77,15.54,1.0101,18,Friday,1,2019
EQE-31648-909,2019-01-18,19821-05175-WZ,E-D-0.5,Angie Rizzetti,arizzetti55@naver.com,+1 (517) 237-7606,24 Mendota Junction,Lansing,United States,48919,Yes,Excelsa,Dark Roast,5,0.5,7.29,36.45,0.8019000000000001,18,Friday,1,2019
ABO-29054-365,2019-01-19,00256-19905-YG,A-M-0.5,Stanislaus Valsler,,+353 (479) 865-9222,95 Southridge Alley,Castlebridge,Ireland,R14,No,Arabica,Medium Roast,6,0.5,6.75,40.5,0.6074999999999999,19,Saturday,1,2019
KFJ-46568-890,2019-01-20,71003-85639-HB,E-L-0.5,Lyell Murch,,+1 (260) 280-7251,18 Darwin Park,Fort Wayne,United States,46896,Yes,Excelsa,Light Roast,2,0.5,8.91,17.82,0.9801,20,Sunday,1,2019
GTT-73214-334,2019-01-20,98636-90072-YE,A-L-1,Nobe Buney,nbuneylx@jugem.jp,+1 (510) 973-7084,7 Anzinger Parkway,Richmond,United States,94807,No,Arabica,Light Roast,6,1.0,12.95,77.69999999999999,1.1655,20,Sunday,1,2019
AYY-83051-752,2019-01-22,46431-09298-OU,L-L-1,Carolee Winchcombe,cwinchcombeho@jiathis.com,+1 (501) 772-4397,687 Bluestem Point,Little Rock,United States,72209,Yes,Liberica,Light Roast,6,1.0,15.85,95.1,2.0605,22,Tuesday,1,2019
GPW-43956-761,2019-01-26,09667-09231-YM,E-L-0.5,Bearnard Wardell,bwardellqu@adobe.com,+1 (347) 311-2289,57299 Tennessee Hill,Brooklyn,United States,11210,Yes,Excelsa,Light Roast,6,0.5,8.91,53.46,0.9801,26,Saturday,1,2019
OJU-34452-896,2019-02-04,60799-92593-CX,E-L-0.5,Abba Pummell,,,3 Service Pass,Las Vegas,United States,89115,Yes,Excelsa,Light Roast,1,0.5,8.91,8.91,0.9801,4,Monday,2,2019
TRZ-94735-865,2019-02-05,54462-58311-YF,L-M-0.5,Teddi Quadri,tquadrikr@opensource.org,+353 (789) 442-3189,35 Meadow Vale Circle,Ballina,Ireland,F26,Yes,Liberica,Medium Roast,4,0.5,8.73,34.92,1.1349,5,Tuesday,2,2019
GZS-50547-887,2019-02-05,61600-55136-UM,E-D-1,Corinna Catcheside,ccatchesideaa@macromedia.com,+1 (801) 121-6042,8 Kim Street,Salt Lake City,United States,84105,Yes,Excelsa,Dark Roast,2,1.0,12.15,24.3,1.3365,5,Tuesday,2,2019
DJG-14442-608,2019-02-06,75716-12782-SS,R-D-1,Gale Croysdale,gcroysdaleb6@nih.gov,+1 (304) 384-2939,1657 Delladonna Hill,Charleston,United States,25336,Yes,Robusta,Dark Roast,3,1.0,8.95,26.849999999999998,0.5369999999999999,6,Wednesday,2,2019
EEJ-16185-108,2019-02-09,65552-60476-KY,L-L-0.2,Nona Linklater,,+1 (239) 347-9766,856 Bonner Parkway,Naples,United States,34114,Yes,Liberica,Light Roast,5,0.2,4.755,23.775,0.61815,9,Saturday,2,2019
QLC-52637-305,2019-02-10,34317-87258-HQ,L-D-2.5,Doralin Baison,,+353 (214) 406-4884,9 Dayton Park,Ballivor,Ireland,D17,Yes,Liberica,Dark Roast,4,2.5,29.784999999999997,119.13999999999999,3.8720499999999998,10,Sunday,2,2019
WMU-87639-108,2019-02-11,71891-51101-VQ,R-D-0.5,Cecily Stebbings,cstebbingsi2@drupal.org,+1 (951) 986-4062,6 Green Ridge Drive,Corona,United States,92883,Yes,Robusta,Dark Roast,1,0.5,5.369999999999999,5.369999999999999,0.32219999999999993,11,Monday,2,2019
CZG-01299-952,2019-02-12,09540-70637-EV,L-D-1,Jarret Toye,jtoyekg@pinterest.com,+353 (587) 270-6561,89789 Sachtjen Hill,Ballivor,Ireland,D17,Yes,Liberica,Dark Roast,2,1.0,12.95,25.9,1.6835,12,Tuesday,2,2019
JUO-34131-517,2019-02-13,07972-83748-JI,L-D-1,Rivy Farington,,+1 (951) 638-0879,54400 Brickson Park Center,Corona,United States,92878,Yes,Liberica,Dark Roast,6,1.0,12.95,77.69999999999999,1.6835,13,Wednesday,2,2019
AOL-13866-711,2019-02-14,83490-88357-LJ,E-M-1,Eustace Stenton,estentonms@google.it,+1 (512) 819-1430,8472 Graedel Circle,Austin,United States,78764,Yes,Excelsa,Medium Roast,4,1.0,13.75,55.0,1.5125,14,Thursday,2,2019
OLF-77983-457,2019-02-16,51901-35210-UI,A-L-2.5,Gabriel Starcks,gstarcksgi@abc.net.au,+1 (423) 903-3146,5 Northland Alley,Chattanooga,United States,37416,No,Arabica,Light Roast,2,2.5,29.784999999999997,59.56999999999999,2.6806499999999995,16,Saturday,2,2019
EAY-89850-211,2019-02-19,43155-71724-XP,A-D-0.2,Herbie Peppard,,,2 International Lane,Pasadena,United States,91103,Yes,Arabica,Dark Roast,2,0.2,2.985,5.97,0.26865,19,Tuesday,2,2019
RYZ-14633-602,2019-02-20,14158-30713-OB,A-D-1,Mozelle Calcutt,mcalcuttt@baidu.com,+353 (928) 869-1762,4389 Russell Way,Rathwire,Ireland,Y25,Yes,Arabica,Dark Roast,4,1.0,9.95,39.8,0.8954999999999999,20,Wednesday,2,2019
XEE-37895-169,2019-02-20,14888-85625-TM,A-L-2.5,Perry Lyfield,plyfielde3@baidu.com,+1 (216) 614-9325,1263 Thackeray Parkway,Cleveland,United States,44185,Yes,Arabica,Light Roast,3,2.5,29.784999999999997,89.35499999999999,2.6806499999999995,20,Wednesday,2,2019
EVP-43500-491,2019-02-20,49231-44455-IC,A-M-0.5,Selene Shales,sshalesq@umich.edu,+1 (707) 881-5004,74 Bultman Plaza,Petaluma,United States,94975,Yes,Arabica,Medium Roast,4,0.5,6.75,27.0,0.6074999999999999,20,Wednesday,2,2019
BPG-68988-842,2019-02-21,53631-24432-SY,E-M-0.5,Irvine Phillpot,iphillpoten@buzzfeed.com,+44 (610) 826-3107,07208 Eastlawn Drive,Wootton,United Kingdom,NN4,No,Excelsa,Medium Roast,5,0.5,8.25,41.25,0.9075,21,Thursday,2,2019
EZB-68383-559,2019-02-21,90123-01967-KS,R-L-1,Becca Ableson,,+1 (971) 254-5295,69493 Hanson Place,Portland,United States,97255,No,Robusta,Light Roast,6,1.0,11.95,71.69999999999999,0.717,21,Thursday,2,2019
RWI-84131-848,2019-02-22,16385-11286-NX,R-D-2.5,Mohandis Spurden,mspurdencj@exblog.jp,+1 (704) 256-1371,55290 Manufacturers Lane,Charlotte,United States,28210,Yes,Robusta,Dark Roast,2,2.5,20.584999999999997,41.169999999999995,1.2350999999999999,22,Friday,2,2019
LTD-71429-845,2019-02-24,03157-23165-UB,A-L-0.5,Flory Crumpe,fcrumpe7u@ftc.gov,+44 (564) 507-1056,1 Hanover Terrace,Norton,United Kingdom,NN11,No,Arabica,Light Roast,1,0.5,7.77,7.77,0.6992999999999999,24,Sunday,2,2019
ONW-00560-570,2019-02-25,32900-82606-BO,A-M-1,Claudie Weond,cweondo8@theglobeandmail.com,+1 (828) 335-1268,41 Coolidge Way,Asheville,United States,28805,No,Arabica,Medium Roast,2,1.0,11.25,22.5,1.0125,25,Monday,2,2019
ZYQ-15797-695,2019-02-25,79436-73011-MM,R-D-0.5,Pammi Endacott,,+44 (177) 260-5076,5841 Atwood Lane,Wootton,United Kingdom,NN4,Yes,Robusta,Dark Roast,5,0.5,5.369999999999999,26.849999999999994,0.32219999999999993,25,Monday,2,2019
HPD-65272-772,2019-02-25,57504-13456-UO,L-M-2.5,Parsifal Metrick,pmetrick7r@rakuten.co.jp,+1 (314) 572-2164,091 Old Gate Road,Saint Louis,United States,63143,Yes,Liberica,Medium Roast,1,2.5,33.464999999999996,33.464999999999996,4.3504499999999995,25,Monday,2,2019
CZD-56716-840,2019-02-28,15456-29250-RU,L-D-2.5,Jaimie Hatz,,+1 (915) 920-9318,3 Atwood Avenue,El Paso,United States,79934,No,Liberica,Dark Roast,4,2.5,29.784999999999997,119.13999999999999,3.8720499999999998,28,Thursday,2,2019
EXP-21628-670,2019-03-02,94447-35885-HK,A-M-2.5,Wallis Bernth,wbernthhe@miitbeian.gov.cn,+1 (412) 597-3861,5 Ramsey Plaza,Pittsburgh,United States,15274,No,Arabica,Medium Roast,3,2.5,25.874999999999996,77.62499999999999,2.3287499999999994,2,Saturday,3,2019
YWM-07310-594,2019-03-02,66028-99867-WJ,E-M-0.5,Margie Palleske,mpalleskeo4@nyu.edu,+1 (561) 371-1596,30 Dixon Trail,Pompano Beach,United States,33064,Yes,Excelsa,Medium Roast,5,0.5,8.25,41.25,0.9075,2,Saturday,3,2019
RJR-12175-899,2019-03-02,37274-08534-FM,E-D-0.5,Selma McMillian,smcmillian8t@csmonitor.com,+1 (330) 407-0631,6404 Heffernan Junction,Akron,United States,44315,No,Excelsa,Dark Roast,3,0.5,7.29,21.87,0.8019000000000001,2,Saturday,3,2019
XTH-67276-442,2019-03-03,73799-04749-BM,L-M-2.5,Bertine Byrd,bbyrdha@4shared.com,,3482 Morning Circle,Las Vegas,United States,89115,No,Liberica,Medium Roast,4,2.5,33.464999999999996,133.85999999999999,4.3504499999999995,3,Sunday,3,2019
CGO-79583-871,2019-03-04,37182-54930-XC,E-D-0.5,Wesley Giorgioni,wgiorgioni9g@wikipedia.org,+1 (415) 960-7198,45 Trailsway Avenue,San Francisco,United States,94132,Yes,Excelsa,Dark Roast,1,0.5,7.29,7.29,0.8019000000000001,4,Monday,3,2019
VQV-59984-866,2019-03-08,48854-01899-FN,R-D-0.2,Vanya Skullet,vskulletah@tinyurl.com,+353 (215) 420-1467,4 Grim Road,Balally,Ireland,D04,No,Robusta,Dark Roast,3,0.2,2.6849999999999996,8.055,0.16109999999999997,8,Friday,3,2019
SFC-34054-213,2019-03-10,08100-71102-HQ,L-L-0.5,Marvin Gundry,mgundrymo@omniture.com,+353 (500) 164-9392,4 Harper Avenue,Castlebridge,Ireland,R14,No,Liberica,Light Roast,4,0.5,9.51,38.04,1.2363,10,Sunday,3,2019
RKW-81145-984,2019-03-11,98661-69719-VI,L-L-1,Celia Bakeup,cbakeupe8@globo.com,+1 (320) 375-8504,73 Bellgrove Circle,Saint Cloud,United States,56372,No,Liberica,Light Roast,3,1.0,15.85,47.55,2.0605,11,Monday,3,2019
MBM-55936-917,2019-03-12,55989-39849-WO,L-D-0.5,Andrej Havick,ahavickat@nsw.gov.au,+1 (828) 769-0743,720 Pennsylvania Pass,Asheville,United States,28805,Yes,Liberica,Dark Roast,3,0.5,7.77,23.31,1.0101,12,Tuesday,3,2019
GQR-12490-152,2019-03-14,22832-98538-RB,R-L-0.2,Sidney Gawen,sgaweng7@creativecommons.org,+1 (571) 317-3089,9231 Stang Drive,Sterling,United States,20167,Yes,Robusta,Light Roast,1,0.2,3.5849999999999995,3.5849999999999995,0.21509999999999996,14,Thursday,3,2019
YWH-50638-556,2019-03-14,89442-35633-HJ,E-L-0.5,Else Langcaster,elangcaster2l@spotify.com,+44 (547) 590-3103,3658 Jenna Street,Normanton,United Kingdom,LE15,Yes,Excelsa,Light Roast,4,0.5,8.91,35.64,0.9801,14,Thursday,3,2019
OTA-40969-710,2019-03-14,77877-11993-QH,R-L-1,Monique Canty,mcanty79@jigsy.com,+1 (814) 215-3753,21342 Schiller Parkway,Erie,United States,16522,Yes,Robusta,Light Roast,5,1.0,11.95,59.75,0.717,14,Thursday,3,2019
YXF-57218-272,2019-03-15,55374-03175-IA,R-M-0.2,Samuele Klaaassen,,+1 (313) 436-2249,52 2nd Road,Detroit,United States,48232,Yes,Robusta,Medium Roast,6,0.2,2.985,17.91,0.17909999999999998,15,Friday,3,2019
UBA-43678-174,2019-03-15,44530-75983-OD,E-D-2.5,Ingelbert Hotchkin,ihotchkinb3@mit.edu,+44 (387) 464-9544,322 Basil Pass,Preston,United Kingdom,PR1,No,Excelsa,Dark Roast,6,2.5,27.945,167.67000000000002,3.07395,15,Friday,3,2019
KCY-61732-849,2019-03-16,11349-55147-SN,L-D-1,Nicolas Aiton,,+353 (861) 791-0313,4 Colorado Center,Dungarvan,Ireland,T56,No,Liberica,Dark Roast,2,1.0,12.95,25.9,1.6835,16,Saturday,3,2019
BDM-03174-485,2019-03-16,29581-13303-VB,R-L-0.5,Wright Caldero,wcalderom3@stumbleupon.com,+1 (714) 117-5483,5933 Graceland Way,Anaheim,United States,92825,No,Robusta,Light Roast,4,0.5,7.169999999999999,28.679999999999996,0.4301999999999999,16,Saturday,3,2019
YKX-23510-272,2019-03-17,56991-05510-PR,A-L-2.5,Janella Eden,jedenll@e-recht24.de,,613 Merrick Way,Joliet,United States,60435,No,Arabica,Light Roast,2,2.5,29.784999999999997,59.56999999999999,2.6806499999999995,17,Sunday,3,2019
IRJ-67095-738,2019-03-20,86447-02699-UT,E-M-2.5,Minny Chamberlayne,mchamberlayne4r@bigcartel.com,+1 (813) 801-0026,1 Ridgeview Place,Tampa,United States,33686,Yes,Excelsa,Medium Roast,2,2.5,31.624999999999996,63.24999999999999,3.47875,20,Wednesday,3,2019
CPV-90280-133,2019-03-20,66458-91190-YC,R-D-0.2,Marja Urion,murione5@alexa.com,+353 (715) 989-0283,2 Sycamore Avenue,Virginia,Ireland,D18,Yes,Robusta,Dark Roast,3,0.2,2.6849999999999996,8.055,0.16109999999999997,20,Wednesday,3,2019
VAU-44387-624,2019-03-20,99643-51048-IQ,A-M-0.2,Minni Alabaster,malabasterg@hexun.com,+1 (971) 483-6255,3 Charing Cross Trail,Portland,United States,97271,No,Arabica,Medium Roast,6,0.2,3.375,20.25,0.30374999999999996,20,Wednesday,3,2019
VGI-33205-360,2019-03-21,96762-10814-DA,L-M-0.5,Jereme Gippes,jgippesm0@cloudflare.com,+44 (185) 319-5850,47392 Spenser Trail,Twyford,United Kingdom,LE14,Yes,Liberica,Medium Roast,6,0.5,8.73,52.38,1.1349,21,Thursday,3,2019
NXM-89323-646,2019-03-22,28158-93383-CK,E-D-1,Kameko Philbrick,kphilbrickpu@cdc.gov,,987 Westridge Terrace,Washington,United States,20067,Yes,Excelsa,Dark Roast,1,1.0,12.15,12.15,1.3365,22,Friday,3,2019
SHP-55648-472,2019-03-30,46818-20198-GB,A-M-1,Corrie Wass,cwassif@prweb.com,,9978 Monterey Crossing,Charleston,United States,25362,No,Arabica,Medium Roast,6,1.0,11.25,67.5,1.0125,30,Saturday,3,2019
POF-29666-012,2019-04-01,46885-00260-TL,R-D-0.5,Sada Roseborough,sroseboroughr2@virginia.edu,+1 (253) 735-5179,779 Memorial Avenue,Tacoma,United States,98405,Yes,Robusta,Dark Roast,1,0.5,5.369999999999999,5.369999999999999,0.32219999999999993,1,Monday,4,2019
YGY-98425-969,2019-04-01,63787-96257-TQ,L-M-1,Merrel Steptow,msteptow35@earthlink.net,+353 (266) 235-5189,368 Ridgeview Trail,Cherryville,Ireland,P31,No,Liberica,Medium Roast,1,1.0,14.55,14.55,1.8915000000000002,1,Monday,4,2019
JUA-13580-095,2019-04-01,55265-75151-AK,R-L-0.2,Manuel Darrigoe,mdarrigoebu@hud.gov,+353 (973) 320-9537,744 Prairie Rose Court,Longwood,Ireland,D02,Yes,Robusta,Light Roast,4,0.2,3.5849999999999995,14.339999999999998,0.21509999999999996,1,Monday,4,2019
OQA-93249-841,2019-04-05,03917-13632-KC,A-M-2.5,Herta Layne,,+1 (636) 143-8338,5495 Talisman Plaza,Saint Louis,United States,63131,Yes,Arabica,Medium Roast,6,2.5,25.874999999999996,155.24999999999997,2.3287499999999994,5,Friday,4,2019
IJK-34441-720,2019-04-05,97201-58870-WB,A-M-0.5,Darcy Lochran,,+1 (915) 776-4578,7464 Nobel Way,El Paso,United States,88519,Yes,Arabica,Medium Roast,6,0.5,6.75,40.5,0.6074999999999999,5,Friday,4,2019
CXD-74176-600,2019-04-07,70624-19112-AO,E-L-0.5,Chickie Ragless,craglessc7@webmd.com,+353 (736) 602-8469,98053 Elmside Drive,Caherconlish,Ireland,F45,No,Excelsa,Light Roast,4,0.5,8.91,35.64,0.9801,7,Sunday,4,2019
QNA-31113-984,2019-04-07,60512-78550-WS,L-M-0.2,Osmund Clausen-Thue,oclausenthue41@marriott.com,+1 (915) 558-6109,2163 Dexter Hill,El Paso,United States,88553,No,Liberica,Medium Roast,4,0.2,4.365,17.46,0.56745,7,Sunday,4,2019
ZHQ-30471-635,2019-04-08,40600-58915-WZ,L-M-0.5,Sharona Danilchik,sdanilchikl6@mit.edu,+44 (292) 975-0144,273 Nelson Parkway,Halton,United Kingdom,LS9,No,Liberica,Medium Roast,5,0.5,8.73,43.650000000000006,1.1349,8,Monday,4,2019
FEP-36895-658,2019-04-08,44699-43836-UH,R-L-0.2,Yuma Skipsey,yskipsey9z@spotify.com,+44 (257) 759-9950,321 Killdeer Center,Charlton,United Kingdom,OX12,No,Robusta,Light Roast,6,0.2,3.5849999999999995,21.509999999999998,0.21509999999999996,8,Monday,4,2019
PMV-54491-220,2019-04-11,87242-18006-IR,L-M-0.2,Lyon Ibert,libertkl@huffingtonpost.com,+1 (408) 546-0790,623 Paget Crossing,Sunnyvale,United States,94089,No,Liberica,Medium Roast,2,0.2,4.365,8.73,0.56745,11,Thursday,4,2019
DDO-71442-967,2019-04-12,89422-58281-FD,L-D-0.2,Alisun Baudino,abaudino5b@netvibes.com,+1 (202) 328-7869,07 Charing Cross Circle,Washington,United States,20436,Yes,Liberica,Dark Roast,5,0.2,3.885,19.424999999999997,0.50505,12,Friday,4,2019
XSZ-84273-421,2019-04-14,15405-60469-TM,R-M-0.5,Pen Wye,pwye2z@dagondesign.com,+1 (719) 620-1128,7 Dorton Terrace,Colorado Springs,United States,80935,Yes,Robusta,Medium Roast,3,0.5,5.97,17.91,0.35819999999999996,14,Sunday,4,2019
BRV-64870-915,2019-04-16,32070-55528-UG,L-L-2.5,Samuele Ales0,,,0023 Westport Terrace,Ballinroad,Ireland,D07,No,Liberica,Light Roast,5,2.5,36.455,182.27499999999998,4.7391499999999995,16,Tuesday,4,2019
SUB-13006-125,2019-04-17,26103-41504-IB,A-L-0.5,Ami Arnow,aarnow28@arizona.edu,+1 (650) 238-1964,12 Oakridge Court,Oakland,United States,94627,Yes,Arabica,Light Roast,5,0.5,7.77,38.849999999999994,0.6992999999999999,17,Wednesday,4,2019
RRP-51647-420,2019-04-18,89292-52335-YZ,E-D-1,Livy Lathleiff,llathleiffc9@nationalgeographic.com,+353 (895) 566-0110,0671 Scoville Way,Shankill,Ireland,A98,Yes,Excelsa,Dark Roast,3,1.0,12.15,36.45,1.3365,18,Thursday,4,2019
VVL-95291-039,2019-04-18,96516-97464-MF,E-L-0.2,Silvanus Enefer,senefermm@blog.com,+1 (202) 877-3473,52 Carey Plaza,Washington,United States,20051,No,Excelsa,Light Roast,2,0.2,4.455,8.91,0.49005,18,Thursday,4,2019
NXV-05302-067,2019-04-22,25754-33191-ZI,L-M-2.5,Mar McIver,,+1 (571) 479-3812,6 Carberry Pass,Richmond,United States,23277,No,Liberica,Medium Roast,4,2.5,33.464999999999996,133.85999999999999,4.3504499999999995,22,Monday,4,2019
LPS-39089-432,2019-04-24,97655-45555-LI,R-D-1,Baudoin Alldridge,balldridge93@yandex.ru,+1 (646) 561-0082,14 Oriole Hill,Brooklyn,United States,11215,Yes,Robusta,Dark Roast,5,1.0,8.95,44.75,0.5369999999999999,24,Wednesday,4,2019
AGQ-06534-750,2019-04-24,52798-46508-HP,A-L-1,Kevan Grinsted,kgrinstedj4@google.com.br,+353 (773) 225-6216,3 Kennedy Plaza,Tallaght,Ireland,D24,No,Arabica,Light Roast,5,1.0,12.95,64.75,1.1655,24,Wednesday,4,2019
LGD-24408-274,2019-04-25,13694-25001-LX,L-L-0.5,Silvio Strase,sstrase11@booking.com,+1 (303) 579-8015,5 Forest Lane,Denver,United States,80291,No,Liberica,Light Roast,3,0.5,9.51,28.53,1.2363,25,Thursday,4,2019
HDQ-86094-507,2019-04-27,32481-61533-ZJ,E-D-1,Parker Tofful,ptoffula4@posterous.com,+1 (310) 210-6841,97465 Almo Alley,Fresno,United States,93762,Yes,Excelsa,Dark Roast,6,1.0,12.15,72.9,1.3365,27,Saturday,4,2019
CXI-04933-855,2019-04-27,62923-29397-KX,E-L-2.5,Lacee Tanti,ltanti8b@techcrunch.com,+1 (361) 383-8015,29668 Bashford Trail,Corpus Christi,United States,78405,Yes,Excelsa,Light Roast,6,2.5,34.154999999999994,204.92999999999995,3.7570499999999996,27,Saturday,4,2019
NCH-55389-562,2019-04-27,86579-92122-OC,A-L-0.2,Brenn Dundredge,,+1 (405) 369-5173,5 Morrow Street,Oklahoma City,United States,73129,Yes,Arabica,Light Roast,2,0.2,3.885,7.77,0.34964999999999996,27,Saturday,4,2019
NCH-55389-562,2019-04-27,86579-92122-OC,R-L-2.5,Brenn Dundredge,,+1 (405) 369-5173,5 Morrow Street,Oklahoma City,United States,73129,Yes,Robusta,Light Roast,2,2.5,27.484999999999996,54.96999999999999,1.6490999999999998,27,Saturday,4,2019
NCH-55389-562,2019-04-27,86579-92122-OC,E-L-1,Brenn Dundredge,,+1 (405) 369-5173,5 Morrow Street,Oklahoma City,United States,73129,Yes,Excelsa,Light Roast,1,1.0,14.85,14.85,1.6335,27,Saturday,4,2019
MWP-46239-785,2019-04-27,87979-56781-YV,L-M-0.2,Stanford Rodliff,srodliff3g@ted.com,+1 (757) 537-3012,3 Lerdahl Parkway,Newport News,United States,23605,Yes,Liberica,Medium Roast,5,0.2,4.365,21.825000000000003,0.56745,27,Saturday,4,2019
NCH-55389-562,2019-04-27,86579-92122-OC,E-L-2.5,Brenn Dundredge,,+1 (405) 369-5173,5 Morrow Street,Oklahoma City,United States,73129,Yes,Excelsa,Light Roast,5,2.5,34.154999999999994,170.77499999999998,3.7570499999999996,27,Saturday,4,2019
FHD-89872-325,2019-04-29,31715-98714-OO,L-L-1,Killian Osler,koslerf0@gmpg.org,+1 (517) 647-5356,81 Stuart Street,Lansing,United States,48930,Yes,Liberica,Light Roast,4,1.0,15.85,63.4,2.0605,29,Monday,4,2019
KMS-49214-806,2019-04-30,50384-52703-LA,E-L-2.5,Lyndsey MacManus,lmacmanusmu@imdb.com,+1 (912) 191-6620,9 Springs Crossing,Savannah,United States,31416,No,Excelsa,Light Roast,4,2.5,34.154999999999994,136.61999999999998,3.7570499999999996,30,Tuesday,4,2019
XLD-12920-505,2019-05-01,21907-75962-VB,E-L-0.5,Marty Kidstoun,,+1 (717) 990-3931,4 Sundown Circle,Harrisburg,United States,17126,Yes,Excelsa,Light Roast,6,0.5,8.91,53.46,0.9801,1,Wednesday,5,2019
XYL-52196-459,2019-05-02,13549-65017-VE,R-D-0.2,Jennifer Wilkisson,jwilkissongf@nba.com,,26051 Golf Course Road,Huntington Beach,United States,92648,Yes,Robusta,Dark Roast,3,0.2,2.6849999999999996,8.055,0.16109999999999997,2,Thursday,5,2019
IDQ-20193-502,2019-05-06,36021-61205-DF,L-M-0.2,Rutger Pithcock,rpithcockb5@yellowbook.com,+1 (865) 655-9540,2425 Corben Street,Knoxville,United States,37924,Yes,Liberica,Medium Roast,2,0.2,4.365,8.73,0.56745,6,Monday,5,2019
MOU-74341-266,2019-05-07,99358-65399-TC,A-D-0.5,Joshuah Awdry,jawdry9q@utexas.edu,+1 (318) 747-7610,7961 Blackbird Road,Shreveport,United States,71137,No,Arabica,Dark Roast,4,0.5,5.97,23.88,0.5373,7,Tuesday,5,2019
